1,481,2,45
2,482,33,45
3,484,2,45
4,486,10,45
5,486,2,45
6,486,40,45
7,486,50,45
8,487,3,45
9,487,3,45
10,489,2,45
11,491,3,45
12,492,65,45
13,492,25,45
14,493,1,15
15,494,1,45
16,495,40,45
17,495,2,45
18,495,96,45
19,495,17,45
20,495,2,45
21,496,51,45
22,497,27,15
23,497,1,45
24,498,10,45
25,498,4,45
26,499,4,15
27,499,31,45
28,500,49,45
29,500,3,45
30,500,6,45
31,501,10,15
32,501,73,45
33,501,1,45
34,503,4,45
35,503,2,15
36,503,4,45
37,504,3,45
38,505,3,45
39,505,5,5
40,506,48,45
41,506,102,15
42,506,1,45
43,506,1,5
44,508,5,45
45,508,4,45
46,508,34,5
47,508,93,5
48,509,2,45
49,509,1,45
50,510,41,45
51,510,67,15
52,511,17,45
53,511,2,45
54,511,7,45
55,512,2,15
56,512,1,45
57,512,67,45
58,513,107,45
59,513,2,45
60,514,1,45
61,514,2,45
62,514,4,45
63,515,1,45
64,515,20,45
65,516,73,5
66,516,25,15
67,516,48,45
68,516,2,45
69,516,55,5
70,516,11,45
71,517,32,45
72,517,2,45
73,518,43,45
74,518,15,45
75,518,10,5
76,518,1,45
77,519,17,5
78,519,30,5
79,519,2,15
80,519,22,15
81,520,2,45
82,521,64,45
83,521,50,5
84,521,22,45
85,521,5,45
86,521,2,45
87,521,13,15
88,522,68,45
89,522,2,45
90,522,26,15
91,522,8,5
92,523,103,15
93,523,39,15
94,523,2,45
95,524,34,45
96,524,2,45
97,524,7,45
98,524,51,15
99,524,7,45
100,524,46,45
101,525,1,15
102,526,16,45
103,526,2,45
104,526,16,15
105,526,28,45
106,526,9,45
107,526,69,45
108,526,4,45
109,527,3,45
110,527,4,45
111,527,60,45
112,527,32,45
113,527,53,15
114,527,67,45
115,528,48,15
116,528,8,45
117,528,27,45
118,528,35,45
119,528,102,45
120,528,69,15
121,528,2,45
122,529,18,45
123,529,5,45
124,529,1,45
125,529,4,45
126,529,1,45
127,530,5,15
128,530,49,15
129,530,27,45
130,530,3,45
131,530,1,15
132,531,15,45
133,531,83,15
134,531,11,15
135,531,68,45
136,532,4,45
137,532,1,45
138,532,40,45
139,532,3,45
140,532,14,15
141,533,16,5
142,533,1,45
143,533,13,15
144,533,4,45
145,534,3,45
146,534,2,45
147,534,8,45
148,534,66,5
149,534,2,45
150,535,39,15
151,535,13,15
152,535,8,45
153,535,32,45
154,536,6,45
155,536,8,45
156,536,1,45
157,536,72,45
158,536,12,45
159,536,87,45
160,536,21,45
161,536,2,45
162,537,3,45
163,537,1,15
164,537,3,45
165,538,10,15
166,538,3,45
167,538,1,15
168,538,2,15
169,538,26,45
170,538,29,45
171,538,4,45
172,538,4,45
173,539,30,45
174,539,1,15
175,539,1,15
176,539,4,45
177,540,1,45
178,540,97,5
179,540,50,15
180,540,50,45
181,540,4,15
182,540,28,15
183,540,35,45
184,540,6,15
185,541,26,45
186,541,7,45
187,541,11,45
188,541,1,45
189,541,75,45
190,541,6,15
191,541,6,5
192,541,1,45
193,541,1,45
194,541,1,15
195,542,15,45
196,542,2,45
197,542,1,15
198,542,22,45
199,542,18,15
200,542,88,45
201,542,31,5
202,542,49,45
203,542,6,45
204,542,69,15
205,542,47,45
206,542,73,15
207,543,51,45
208,543,4,45
209,543,7,45
210,543,20,45
211,543,24,45
212,543,96,45
213,543,11,45
214,544,1,45
215,544,10,15
216,544,2,45
217,544,2,45
218,545,27,45
219,545,61,45
220,545,5,5
221,545,102,15
222,545,28,45
223,545,1,15
224,546,10,45
225,546,4,45
226,546,1,45
227,546,4,45
228,546,14,15
229,546,3,45
230,546,107,45
231,546,3,45
232,546,20,45
233,547,62,45
234,547,73,15
235,547,2,45
236,547,6,5
237,547,3,45
238,547,1,45
239,547,5,45
240,547,52,45
241,548,2,45
242,548,4,45
243,548,6,15
244,548,6,45
245,548,39,15
246,549,28,5
247,549,5,15
248,549,48,45
249,549,26,45
250,549,2,45
251,549,19,5
252,549,1,5
253,549,77,45
254,549,1,45
255,549,56,45
256,550,5,5
257,550,2,45
258,550,1,45
259,550,9,45
260,550,35,45
261,550,88,45
262,550,2,45
263,550,8,45
264,550,2,45
265,550,1,15
266,550,16,15
267,550,12,15
268,550,52,45
269,550,38,5
270,550,105,45
271,551,11,45
272,551,27,45
273,551,10,45
274,551,78,15
275,551,3,45
276,551,5,45
277,551,2,45
278,552,2,45
279,552,3,45
280,552,6,45
281,552,18,45
282,552,36,45
283,552,31,45
284,552,4,45
285,552,1,15
286,552,52,45
287,552,85,15
288,552,6,45
289,552,3,45
290,552,1,45
291,552,105,45
292,552,104,5
293,553,17,45
294,553,4,45
295,553,2,45
296,553,64,45
297,553,64,15
298,553,40,45
299,553,10,5
300,553,2,15
301,553,56,45
302,553,52,5
303,553,42,45
304,553,60,45
305,553,23,45
306,554,40,45
307,554,22,15
308,554,52,15
309,554,6,5
310,554,1,15
311,554,80,45
312,554,18,45
313,554,1,45
314,554,62,45
315,554,21,45
316,554,3,45
317,554,58,5
318,554,1,45
319,554,100,5
320,554,5,5
321,554,3,45
322,554,19,15
323,554,57,15
324,554,31,45
325,554,9,45
326,554,1,45
327,554,31,45
328,555,7,45
329,555,3,45
330,555,57,45
331,555,2,45
332,555,1,5
333,555,3,45
334,555,17,45
335,555,11,45
336,555,60,45
337,555,2,45
338,555,44,45
339,555,54,15
340,556,4,45
341,556,44,45
342,556,7,15
343,556,6,15
344,556,7,45
345,556,2,45
346,556,2,45
347,556,42,45
348,556,10,45
349,556,4,45
350,556,70,5
351,556,9,15
352,556,28,45
353,556,8,45
354,556,1,15
355,556,29,45
356,557,33,45
357,557,2,45
358,557,4,45
359,557,4,45
360,557,100,5
361,557,2,45
362,557,23,45
363,558,89,15
364,558,74,5
365,558,23,45
366,558,2,15
367,558,21,45
368,558,3,45
369,558,71,45
370,558,105,45
371,558,24,45
372,558,27,45
373,558,48,45
374,558,3,45
375,558,4,45
376,558,3,45
377,558,31,15
378,559,60,45
379,559,18,45
380,559,6,15
381,559,5,5
382,559,1,45
383,559,62,45
384,559,2,45
385,559,13,5
386,559,1,45
387,560,11,45
388,560,52,45
389,560,82,45
390,560,1,15
391,560,22,45
392,560,1,45
393,560,5,45
394,560,25,45
395,560,35,5
396,560,76,45
397,560,96,45
398,560,92,15
399,561,66,15
400,561,82,15
401,561,14,45
402,561,11,15
403,561,46,45
404,561,9,45
405,561,20,45
406,561,7,15
407,561,2,45
408,561,2,45
409,561,2,45
410,562,4,45
411,562,76,15
412,562,2,45
413,562,3,45
414,562,19,45
415,562,20,15
416,562,1,45
417,562,18,45
418,562,47,15
419,562,1,45
420,562,58,45
421,563,5,15
422,563,7,15
423,563,1,45
424,563,47,45
425,563,5,45
426,563,16,45
427,563,8,45
428,563,18,45
429,563,18,5
430,563,1,15
431,563,4,45
432,563,19,45
433,564,6,45
434,564,31,45
435,564,78,15
436,564,3,45
437,564,98,5
438,564,35,45
439,564,4,45
440,564,3,45
441,564,25,45
442,564,2,45
443,564,8,5
444,564,1,45
445,564,5,5
446,564,4,45
447,565,2,5
448,565,15,15
449,565,86,45
450,565,46,45
451,565,5,45
452,565,20,45
